Date,Count,Hour,Temp,Humidity,WindSpeed,Visibility,DewPointTemp,SolarRadiation,Rainfall,Snowfall,Seasons,Holiday,FunctioningDay,DayOfWeek,RushHour,Month,HourDPT,HourDPT%,ComfortIndex,ComfortIndexScaled,ComfortAdd,ComfortAddScaled
2018-04-03,1470,20,17.3,80,2.4,927,13.8,0.0,0.0,0.0,1.0,0,1,1,0,4,276.0,0.47,16.992,0.69,7.99,0.53
2018-05-01,1024,9,20.7,67,1.1,464,14.3,1.3,0.0,0.0,1.0,0,1,1,1,5,128.70000000000002,0.22,19.5747,0.76,4.31,0.43
2018-04-03,870,13,20.1,61,2.6,1117,12.3,1.01,0.0,0.0,1.0,0,1,1,0,4,159.9,0.27,18.8988,0.74,5.1,0.45
2018-04-10,1004,17,20.6,39,5.6,2000,6.1,0.74,0.0,0.0,1.0,0,1,1,1,4,103.7,0.18,18.55345,0.73,3.34,0.41
2018-03-15,676,18,10.4,98,2.5,116,10.0,0.03,0.0,0.0,1.0,0,1,3,1,3,180.0,0.31,10.4451,0.49,3.24,0.41
2018-03-18,73,6,5.7,54,1.7,1208,-2.9,0.0,0.0,0.0,1.0,0,1,6,0,3,-17.4,-0.03,7.926400000000001,0.42,-0.24,0.32
2018-03-16,652,7,3.7,59,2.9,2000,-3.5,0.0,0.0,0.0,1.0,0,1,4,1,3,-24.5,-0.04,6.135400000000001,0.36,-0.25,0.32
2018-03-02,108,1,-4.6,52,2.1,1372,-12.9,0.0,0.0,0.0,1.0,0,1,4,0,3,-12.9,-0.02,0.442400000000001,0.19,-0.01,0.32
2018-05-15,1148,9,20.8,53,0.8,381,10.8,1.58,0.0,0.0,1.0,0,1,1,1,5,97.2,0.17,19.17145,0.75,3.26,0.41
2018-04-26,1146,22,12.7,61,2.2,1949,5.3,0.0,0.0,0.0,1.0,0,1,3,0,4,116.6,0.2,13.0861,0.57,2.62,0.39
2018-05-23,871,10,17.9,56,3.3,1919,8.9,2.63,0.0,0.0,1.0,0,1,2,0,5,89.0,0.15,17.077199999999998,0.69,2.56,0.39
2018-04-26,452,6,10.0,72,0.8,1217,5.1,0.01,0.0,0.0,1.0,0,1,3,0,4,30.6,0.05,10.693,0.5,0.53,0.34
2018-04-23,25,8,8.8,95,2.8,519,8.0,0.03,5.0,0.0,1.0,0,1,0,1,4,64.0,0.11,8.956750000000001,0.45,0.99,0.35
2018-05-25,1533,16,24.3,27,4.1,1892,4.0,1.78,0.0,0.0,1.0,0,1,4,0,5,64.0,0.11,20.3653,0.79,2.24,0.38
2018-05-03,1401,20,12.6,47,3.2,1935,1.5,0.02,0.0,0.0,1.0,0,1,3,0,5,30.0,0.05,13.15385,0.57,0.66,0.34
2018-05-31,1280,15,26.9,37,2.7,1850,10.9,2.9,0.0,0.0,1.0,0,1,3,0,5,163.5,0.28,22.6034,0.85,6.33,0.49
2018-05-26,1575,15,29.4,30,2.0,882,10.0,2.82,0.0,0.0,1.0,0,1,5,0,5,150.0,0.26,23.6635,0.89,6.15,0.48
2018-03-05,2,3,5.7,92,2.0,458,4.4,0.0,1.5,0.0,1.0,0,1,0,0,3,13.2,0.02,6.0872,0.36,0.12,0.33
2018-05-07,737,9,15.9,72,0.5,1835,10.8,0.67,0.0,0.0,1.0,0,1,0,1,5,97.2,0.17,15.6844,0.65,2.67,0.39
2018-05-29,1041,21,19.9,93,1.4,416,18.7,0.0,0.0,0.0,1.0,0,1,1,0,5,392.7,0.67,19.6921,0.77,13.19,0.66
2018-04-07,368,23,3.1,39,3.1,2000,-9.5,0.0,0.0,0.0,1.0,0,1,5,0,4,-218.5,-0.38,6.9247000000000005,0.39,-2.63,0.26
2018-04-25,449,6,5.8,55,0.3,2000,-2.5,0.0,0.0,0.0,1.0,0,1,2,0,4,-15.0,-0.03,7.95325,0.42,-0.24,0.32
2018-03-13,97,5,6.8,56,0.9,570,-1.3,0.0,0.0,0.0,1.0,0,1,1,0,3,-6.5,-0.01,8.6634,0.44,-0.09,0.32
2018-03-22,75,4,1.3,87,2.2,937,-0.6,0.0,0.0,0.0,1.0,0,1,3,0,3,-2.4,-0.0,2.2438,0.25,-0.0,0.32
2018-04-11,0,6,9.0,86,2.0,442,6.7,0.0,0.0,0.0,1.0,0,0,2,0,4,40.2,0.07,9.4235,0.46,0.66,0.34
2018-04-05,70,12,7.3,95,2.2,676,6.5,0.3,0.5,0.0,1.0,0,1,3,0,4,78.0,0.13,7.498,0.4,0.97,0.35
2018-05-21,1135,7,12.3,0,0.9,1989,-2.7,0.48,0.0,0.0,1.0,0,1,0,1,5,-18.9,-0.03,13.51,0.58,-0.41,0.31
2018-03-03,176,2,0.9,35,0.5,1856,-12.8,0.0,0.0,0.0,1.0,0,1,5,0,3,-25.6,-0.04,5.7620000000000005,0.35,-0.23,0.32
2018-05-28,1124,13,27.7,39,1.9,1882,12.4,3.33,0.0,0.0,1.0,0,1,0,0,5,161.20000000000002,0.28,23.2714,0.87,6.52,0.49
2018-03-09,1041,8,1.8,67,0.7,1917,-3.6,0.19,0.0,0.0,1.0,0,1,4,1,3,-28.8,-0.05,4.105049999999999,0.3,-0.21,0.32
2018-03-30,1406,8,11.5,60,1.6,550,3.9,0.42,0.0,0.0,1.0,0,1,4,1,3,31.2,0.05,12.16,0.54,0.61,0.34
2018-05-19,198,5,10.4,71,1.1,2000,5.3,0.0,0.0,0.0,1.0,0,1,5,0,5,26.5,0.05,11.05395,0.51,0.55,0.34
2018-04-23,164,22,9.6,90,1.9,2000,8.0,0.0,0.0,0.0,1.0,0,1,0,0,4,176.0,0.3,9.8695,0.48,2.96,0.4
2018-04-12,772,23,12.6,16,1.7,2000,-12.6,0.0,0.0,0.0,1.0,0,1,3,0,4,-289.8,-0.5,13.4778,0.58,-6.74,0.15
2018-04-13,1095,12,18.2,15,1.6,2000,-8.9,2.27,0.0,0.0,1.0,0,1,4,0,4,-106.8,-0.18,16.47025,0.67,-2.96,0.25
2018-05-11,565,1,12.4,84,1.8,287,9.7,0.0,0.0,0.0,1.0,0,1,4,0,5,9.7,0.02,12.5848,0.56,0.25,0.33
2018-05-03,2310,18,13.4,49,2.4,1982,2.8,0.6,0.0,0.0,1.0,0,1,3,1,5,50.4,0.09,13.70855,0.59,1.23,0.35
2018-03-29,957,16,20.7,38,2.2,741,5.8,1.63,0.0,0.0,1.0,0,1,3,0,3,92.8,0.16,18.5858,0.73,2.97,0.4
2018-05-07,2213,16,24.5,38,2.2,1903,9.2,1.1,0.0,0.0,1.0,0,1,0,0,5,147.2,0.25,21.09,0.81,5.27,0.46
2018-05-13,139,6,13.5,98,0.4,251,13.1,0.01,0.0,0.0,1.0,0,1,6,0,5,78.6,0.14,13.511,0.58,1.89,0.37
2018-04-08,325,0,2.9,46,2.2,2000,-7.6,0.0,0.0,0.0,1.0,0,1,6,0,4,-0.0,-0.0,6.3452,0.37,-0.0,0.32
2018-03-19,292,10,9.1,77,2.7,1587,5.2,0.27,0.0,0.0,1.0,0,1,0,0,3,52.0,0.09,9.7831,0.47,0.88,0.35
2018-04-20,1659,8,13.0,54,1.2,738,3.8,0.68,0.0,0.0,1.0,0,1,4,1,4,30.4,0.05,13.3795,0.58,0.67,0.34
2018-05-04,1857,17,18.1,30,4.6,1925,0.2,1.86,0.0,0.0,1.0,0,1,4,1,5,3.4000000000000004,0.01,16.714000000000002,0.68,0.17,0.33
2018-03-29,254,2,12.9,83,1.6,369,10.0,0.0,0.0,0.0,1.0,0,1,3,0,3,20.0,0.03,13.0496,0.57,0.39,0.33
2018-03-06,214,6,-1.0,77,0.4,1578,-4.5,0.0,0.0,0.0,1.0,0,1,1,0,3,-27.0,-0.05,0.96075,0.21,-0.05,0.32
2018-04-09,43,4,1.1,95,0.5,345,0.3,0.0,0.0,0.0,1.0,0,1,0,0,4,1.2,0.0,1.4685000000000006,0.22,0.0,0.32
2018-03-24,456,9,6.5,40,2.5,588,-6.1,0.69,0.0,0.0,1.0,0,1,5,1,3,-54.9,-0.09,9.14,0.45,-0.82,0.3
2018-05-08,1267,15,22.4,39,1.9,2000,7.7,2.16,0.0,0.0,1.0,0,1,1,0,5,115.5,0.2,19.74955,0.77,3.95,0.42
2018-03-23,1108,17,11.2,27,3.5,1585,-7.1,1.19,0.0,0.0,1.0,0,1,4,1,3,-120.7,-0.21,12.52495,0.55,-2.63,0.26
2018-03-17,688,20,7.9,54,2.3,1005,-0.8,0.0,0.0,0.0,1.0,0,1,5,0,3,-16.0,-0.03,9.5698,0.47,-0.29,0.32
2018-03-13,986,20,13.9,77,1.5,1010,9.9,0.0,0.0,0.0,1.0,0,1,1,0,3,198.0,0.34,13.9759,0.6,4.75,0.44
2018-04-22,278,7,15.0,41,0.3,2000,1.8,0.12,0.0,0.0,1.0,0,1,6,1,4,12.6,0.02,14.83775,0.62,0.3,0.33
2018-03-19,403,12,10.2,58,3.5,2000,2.2,0.32,0.0,0.0,1.0,0,1,0,0,3,26.4,0.05,11.1933,0.51,0.56,0.34
2018-03-16,507,10,6.7,46,2.2,1936,-4.1,1.79,0.0,0.0,1.0,0,1,4,0,3,-41.0,-0.07,9.0166,0.45,-0.63,0.31
2018-03-09,361,10,4.8,54,1.3,1921,-3.7,0.78,0.0,0.0,1.0,0,1,4,0,3,-37.0,-0.06,7.254099999999999,0.4,-0.44,0.31
2018-04-27,1142,12,19.5,40,1.1,1055,5.5,2.89,0.0,0.0,1.0,0,1,4,0,4,66.0,0.11,17.85,0.71,1.96,0.37
2018-03-27,764,22,12.9,75,1.3,326,8.5,0.0,0.0,0.0,1.0,0,1,1,0,3,187.0,0.32,13.12,0.57,4.2,0.43
2018-04-17,1013,9,12.0,39,0.6,1386,-1.5,1.44,0.0,0.0,1.0,0,1,1,1,4,-13.5,-0.02,12.83875,0.56,-0.26,0.32
2018-04-18,260,2,8.7,44,1.6,1684,-2.8,0.0,0.0,0.0,1.0,0,1,2,0,4,-5.6,-0.01,10.4864,0.49,-0.1,0.32
2018-05-06,770,15,17.8,77,1.6,2000,13.7,1.13,0.0,0.0,1.0,0,1,6,0,5,205.5,0.35,17.382550000000002,0.7,6.08,0.48
2018-05-28,986,11,25.1,45,0.9,1982,12.3,2.9,0.0,0.0,1.0,0,1,0,0,5,135.3,0.23,21.8935,0.83,5.04,0.45
2018-03-01,317,18,-0.8,40,4.7,1429,-12.7,0.43,0.0,0.0,1.0,0,1,3,1,3,-228.6,-0.39,4.2490000000000006,0.31,-1.66,0.28
2018-04-12,990,14,18.8,27,4.9,1888,-0.6,3.13,0.0,0.0,1.0,0,1,3,0,4,-8.4,-0.01,17.07355,0.69,-0.17,0.32
2018-03-29,1260,19,17.5,61,2.2,758,9.8,0.11,0.0,0.0,1.0,0,1,3,1,3,186.2,0.32,16.8565,0.68,5.39,0.46
2018-03-15,269,13,12.7,97,2.6,467,12.2,0.23,0.0,0.0,1.0,0,1,3,0,3,158.6,0.27,12.7297,0.56,3.44,0.41
2018-04-06,54,5,6.3,97,1.7,787,5.8,0.0,0.5,0.0,1.0,0,1,4,0,4,29.0,0.05,6.4353,0.37,0.32,0.33
2018-05-03,516,13,13.4,56,3.7,1693,4.7,0.82,0.1,0.0,1.0,0,1,3,0,5,61.1,0.11,13.6662,0.59,1.5,0.36
2018-05-14,1106,9,15.1,74,0.6,437,10.4,0.76,0.0,0.0,1.0,0,1,0,1,5,93.6,0.16,15.0142,0.63,2.4,0.38
2018-04-02,579,10,17.5,66,1.3,1059,11.0,0.55,0.0,0.0,1.0,0,1,0,0,4,110.0,0.19,16.939,0.69,3.22,0.41
2018-04-02,806,9,16.6,70,1.5,945,11.0,0.3,0.0,0.0,1.0,0,1,0,1,4,99.0,0.17,16.253500000000003,0.67,2.76,0.39
2018-04-19,2198,18,19.1,31,3.0,958,1.5,0.7,0.0,0.0,1.0,0,1,3,1,4,27.0,0.05,17.354300000000002,0.7,0.87,0.35
2018-04-06,585,16,6.6,50,4.0,645,-3.1,0.81,0.0,0.0,1.0,0,1,4,0,4,-49.6,-0.09,8.7725,0.44,-0.79,0.3
2018-03-14,983,22,16.2,71,2.0,1780,10.9,0.0,0.0,0.0,1.0,0,1,2,0,3,239.8,0.41,15.92885,0.66,6.53,0.49
2018-05-28,2194,8,19.5,50,0.7,1329,8.7,1.19,0.0,0.0,1.0,0,1,0,1,5,69.6,0.12,18.125,0.72,2.17,0.38
2018-05-07,2268,18,25.1,32,2.4,1899,7.2,1.1,0.0,0.0,1.0,0,1,0,1,5,129.6,0.22,21.1356,0.81,4.65,0.44
2018-03-01,190,22,-3.6,52,3.7,1277,-12.0,0.0,0.0,0.0,1.0,0,1,3,0,3,-264.0,-0.45,1.1784000000000003,0.22,-0.53,0.31
2018-03-23,335,0,2.9,72,1.3,903,-1.6,0.0,0.0,0.0,1.0,0,1,4,0,3,-0.0,-0.0,4.6864,0.32,-0.0,0.32
2018-04-20,962,9,15.8,42,0.9,683,2.8,1.37,0.0,0.0,1.0,0,1,4,1,4,25.2,0.04,15.3853,0.64,0.62,0.34
2018-05-17,26,22,20.2,98,0.5,468,19.8,0.0,6.0,0.0,1.0,0,1,3,0,5,435.6,0.75,20.1373,0.78,15.1,0.71
2018-05-09,187,3,10.5,59,1.0,2000,2.8,0.0,0.0,0.0,1.0,0,1,2,0,5,8.399999999999999,0.01,11.402,0.52,0.11,0.33
2018-05-29,2234,8,20.5,66,1.7,1062,13.9,0.34,0.0,0.0,1.0,0,1,1,1,5,111.2,0.19,19.378,0.76,3.68,0.42
2018-05-16,248,14,22.0,96,2.9,1327,21.3,0.39,0.0,0.0,1.0,0,1,2,0,5,298.2,0.51,21.835,0.83,11.14,0.61
2018-05-03,1388,21,11.9,48,1.9,1918,1.2,0.0,0.0,0.0,1.0,0,1,3,0,5,25.2,0.04,12.6436,0.56,0.51,0.34
2018-05-05,1562,20,19.7,53,2.0,1841,9.8,0.0,0.0,0.0,1.0,0,1,5,0,5,196.0,0.34,18.3558,0.73,6.24,0.48
2018-04-11,0,8,9.7,77,1.6,519,5.8,0.68,0.0,0.0,1.0,0,0,2,1,4,46.4,0.08,10.3072,0.49,0.82,0.34
2018-04-05,220,2,9.0,63,2.1,2000,2.3,0.0,0.0,0.0,1.0,0,1,3,0,4,4.6,0.01,10.11925,0.48,0.1,0.33
2018-05-15,2248,19,26.9,49,0.9,1063,15.2,0.1,0.0,0.0,1.0,0,1,1,1,5,288.8,0.5,23.4218,0.88,11.71,0.62
2018-03-30,490,0,11.8,78,0.6,438,8.0,0.0,0.0,0.0,1.0,0,1,4,0,3,0.0,0.0,12.1267,0.54,0.0,0.32
2018-03-31,142,6,9.4,75,0.9,1117,5.1,0.0,0.0,0.0,1.0,0,1,5,0,3,30.6,0.05,10.10125,0.48,0.51,0.34
2018-05-28,770,0,17.3,55,0.7,1741,8.1,0.0,0.0,0.0,1.0,0,1,0,0,5,0.0,0.0,16.607,0.68,0.0,0.32
2018-03-22,247,1,1.6,85,2.0,952,-0.6,0.0,0.0,0.0,1.0,0,1,3,0,3,-0.6,-0.0,2.6642500000000005,0.26,-0.0,0.32
2018-03-12,603,14,14.9,34,2.8,403,-0.8,2.22,0.0,0.0,1.0,0,1,0,0,3,-11.2,-0.02,14.7548,0.62,-0.3,0.32
2018-05-22,18,23,16.3,96,1.1,198,15.6,0.0,2.5,0.0,1.0,0,1,1,0,5,358.8,0.62,16.2604,0.67,10.08,0.58
2018-03-10,139,3,1.3,80,0.6,705,-1.7,0.0,0.0,0.0,1.0,0,1,5,0,3,-5.1,-0.01,2.752,0.26,-0.03,0.32
2018-03-28,723,13,17.5,54,3.1,1065,8.0,1.63,0.0,0.0,1.0,0,1,2,0,3,104.0,0.18,16.741,0.68,3.01,0.4
2018-05-19,766,8,13.7,57,1.4,2000,5.3,1.28,0.0,0.0,1.0,0,1,5,1,5,42.4,0.07,13.8892,0.59,0.97,0.35
2018-05-16,135,6,22.1,94,0.9,269,21.0,0.0,2.0,0.0,1.0,0,1,2,0,5,126.0,0.22,21.8492,0.83,4.81,0.45
2018-03-03,605,12,10.7,16,1.7,1657,-14.1,2.56,0.0,0.0,1.0,0,1,5,0,3,-169.2,-0.29,12.4556,0.55,-3.61,0.23
2018-05-02,376,14,17.5,94,0.3,436,16.5,0.35,0.0,0.0,1.0,0,1,2,0,5,231.0,0.4,17.401,0.7,6.96,0.5
2018-03-06,666,20,6.1,31,2.8,2000,-9.8,0.0,0.0,0.0,1.0,0,1,1,0,3,-196.0,-0.34,9.2878,0.46,-3.16,0.24
2018-05-08,1726,20,15.8,47,1.8,2000,4.4,0.01,0.0,0.0,1.0,0,1,1,0,5,88.0,0.15,15.42105,0.64,2.31,0.38
2018-03-01,148,8,1.5,80,3.2,1246,-1.5,0.04,0.0,0.0,1.0,0,1,3,1,3,-12.0,-0.02,2.93,0.27,-0.06,0.32
2018-04-18,1346,20,13.0,41,2.3,1164,0.0,0.0,0.0,0.0,1.0,0,1,2,0,4,0.0,0.0,13.48675,0.58,0.0,0.32
2018-03-09,309,23,2.5,72,1.5,1071,-2.0,0.0,0.0,0.0,1.0,0,1,4,0,3,-46.0,-0.08,4.348000000000001,0.31,-0.35,0.31
2018-03-11,419,22,5.3,31,2.3,1842,-10.5,0.0,0.0,0.0,1.0,0,1,6,0,3,-231.0,-0.4,8.7914,0.44,-3.52,0.23
2018-05-07,1665,13,23.7,44,1.7,1897,10.7,2.35,0.0,0.0,1.0,0,1,0,0,5,139.1,0.24,20.8664,0.8,5.01,0.45
2018-05-15,1058,12,26.3,36,1.1,1133,10.0,2.88,0.0,0.0,1.0,0,1,1,0,5,120.0,0.21,22.1464,0.84,4.65,0.44
2018-05-16,562,18,21.9,97,2.1,191,21.3,0.08,0.0,0.0,1.0,0,1,2,1,5,383.4,0.66,21.7779,0.83,14.37,0.69
2018-05-17,69,6,18.9,98,0.3,338,18.5,0.0,0.0,0.0,1.0,0,1,3,0,5,111.0,0.19,18.8516,0.74,3.58,0.41
2018-04-15,797,11,11.8,57,2.6,1041,3.5,2.18,0.0,0.0,1.0,0,1,6,0,4,38.5,0.07,12.43855,0.55,0.87,0.35
2018-03-18,751,12,9.8,46,1.2,710,-1.2,1.13,0.0,0.0,1.0,0,1,6,0,3,-14.4,-0.02,11.1959,0.51,-0.22,0.32
2018-05-06,1016,23,15.9,83,0.6,2000,13.0,0.0,0.0,0.0,1.0,0,1,6,0,5,299.0,0.51,15.7691,0.65,8.04,0.53
2018-04-29,554,1,11.2,57,1.6,1533,2.9,0.0,0.0,0.0,1.0,0,1,6,0,4,2.9,0.0,11.98045,0.54,0.0,0.32
2018-05-01,1117,11,22.7,63,1.1,605,15.2,1.36,0.0,0.0,1.0,0,1,1,0,5,167.2,0.29,21.0313,0.81,6.1,0.48
2018-03-11,425,11,7.6,54,1.6,430,-1.1,2.06,0.0,0.0,1.0,0,1,6,0,3,-12.1,-0.02,9.3457,0.46,-0.19,0.32
2018-05-21,1456,13,22.8,31,1.9,1923,4.7,3.49,0.0,0.0,1.0,0,1,0,0,5,61.1,0.11,19.65015,0.77,2.16,0.38
2018-03-22,428,23,3.4,69,1.1,895,-1.7,0.0,0.0,0.0,1.0,0,1,3,0,3,-39.1,-0.07,5.29255,0.34,-0.37,0.31
2018-05-06,16,4,15.8,93,0.4,268,14.6,0.0,1.5,0.0,1.0,0,1,6,0,5,58.4,0.1,15.74995,0.65,1.57,0.36
2018-04-22,486,10,16.3,62,0.8,1639,8.9,0.27,0.3,0.0,1.0,0,1,6,0,4,89.0,0.15,15.9238,0.66,2.39,0.38
2018-05-27,1089,0,20.1,65,1.6,1097,13.3,0.0,0.0,0.0,1.0,0,1,6,0,5,0.0,0.0,19.022,0.75,0.0,0.32
2018-04-16,1052,12,15.5,33,2.5,1893,-0.7,3.1,0.0,0.0,1.0,0,1,0,0,4,-8.399999999999999,-0.01,15.1315,0.63,-0.15,0.32
2018-03-03,329,9,2.2,30,1.5,1513,-13.6,0.81,0.0,0.0,1.0,0,1,5,1,3,-122.4,-0.21,6.9355,0.39,-1.46,0.29
2018-04-07,518,19,4.9,47,3.5,2000,-5.4,0.2,0.0,0.0,1.0,0,1,5,1,4,-102.6,-0.18,7.698400000000001,0.41,-1.39,0.29
2018-04-06,719,9,6.9,83,2.2,1666,4.2,0.83,0.0,0.0,1.0,0,1,4,1,4,37.8,0.06,7.610600000000001,0.41,0.46,0.33
2018-03-06,528,13,9.3,27,2.2,1816,-8.7,2.65,0.0,0.0,1.0,0,1,1,0,3,-113.1,-0.19,11.3878,0.52,-2.16,0.27
2018-05-03,109,4,7.0,87,1.3,2000,4.9,0.0,0.0,0.0,1.0,0,1,3,0,5,19.6,0.03,7.53625,0.41,0.23,0.33
2018-04-04,928,12,15.3,54,2.1,1989,6.0,2.83,0.0,0.0,1.0,0,1,2,0,4,72.0,0.12,15.0976,0.63,1.81,0.37
2018-04-25,536,0,8.9,55,0.7,2000,0.3,0.0,0.0,0.0,1.0,0,1,2,0,4,0.0,0.0,10.286,0.49,0.0,0.32
2018-04-23,81,0,10.7,94,2.6,477,9.7,0.0,2.0,0.0,1.0,0,1,0,0,4,0.0,0.0,10.8254,0.5,0.0,0.32
2018-03-17,1514,15,13.2,23,2.8,1696,-7.5,2.52,0.0,0.0,1.0,0,1,5,0,3,-112.5,-0.19,13.75055,0.59,-2.61,0.26
2018-03-21,82,3,1.3,40,2.1,2000,-10.8,0.0,0.0,0.0,1.0,0,1,2,0,3,-32.400000000000006,-0.06,5.656,0.35,-0.34,0.31
2018-04-03,124,4,16.9,74,1.2,1199,12.2,0.0,0.0,0.0,1.0,0,1,1,0,4,48.8,0.08,16.5568,0.67,1.32,0.36
2018-05-10,0,9,15.5,55,1.7,1318,6.4,1.76,0.0,0.0,1.0,0,0,3,1,5,57.6,0.1,15.2525,0.64,1.53,0.36
2018-04-06,1235,8,5.9,90,2.8,1820,4.3,0.32,0.0,0.0,1.0,0,1,4,1,4,34.4,0.06,6.373,0.37,0.38,0.33
2018-05-20,1313,12,18.8,31,1.2,2000,1.2,0.92,0.0,0.0,1.0,0,1,6,0,5,14.4,0.02,17.16815,0.69,0.34,0.33
2018-05-10,0,14,21.2,47,3.7,1142,9.4,3.22,0.0,0.0,1.0,0,0,3,0,5,131.6,0.23,19.24695,0.75,4.43,0.44
2018-03-20,92,5,4.1,42,3.1,2000,-7.6,0.0,0.0,0.0,1.0,0,1,1,0,3,-38.0,-0.07,7.4176,0.4,-0.52,0.31
2018-03-02,396,21,1.0,34,1.4,1880,-13.1,0.0,0.0,0.0,1.0,0,1,4,0,3,-275.1,-0.47,5.9005,0.36,-2.77,0.25
2018-03-06,833,19,7.1,30,2.7,2000,-9.3,0.02,0.0,0.0,1.0,0,1,1,1,3,-176.70000000000002,-0.3,9.949,0.48,-2.98,0.25
2018-05-16,145,2,23.9,69,0.3,531,17.8,0.0,0.2,0.0,1.0,0,1,2,0,5,35.6,0.06,22.2973,0.85,1.34,0.36
2018-03-26,540,9,7.6,82,0.7,147,4.7,0.55,0.0,0.0,1.0,0,1,0,1,3,42.3,0.07,8.2831,0.43,0.58,0.34
2018-05-11,1644,21,16.4,52,1.5,1273,6.5,0.0,0.0,0.0,1.0,0,1,4,0,5,136.5,0.23,15.8984,0.65,3.66,0.42
2018-04-12,1074,15,19.4,24,3.9,2000,-1.7,2.86,0.0,0.0,1.0,0,1,3,0,4,-25.5,-0.04,17.351799999999997,0.7,-0.69,0.31
2018-04-15,62,15,13.1,54,4.1,1264,3.9,1.98,0.0,0.0,1.0,0,1,6,0,4,58.5,0.1,13.4542,0.58,1.35,0.36
2018-04-08,191,2,2.2,49,1.9,2000,-7.4,0.0,0.0,0.0,1.0,0,1,6,0,4,-14.8,-0.03,5.650150000000001,0.35,-0.17,0.32
2018-03-24,113,6,4.2,50,0.6,633,-5.3,0.0,0.0,0.0,1.0,0,1,5,0,3,-31.8,-0.05,7.032500000000001,0.39,-0.35,0.31
2018-05-30,1937,8,19.3,83,0.6,394,16.3,0.23,0.0,0.0,1.0,0,1,2,1,5,130.4,0.22,18.8512,0.74,4.15,0.43
2018-03-13,428,10,10.9,40,0.5,714,-2.1,0.55,0.0,0.0,1.0,0,1,1,0,3,-21.0,-0.04,12.088,0.54,-0.48,0.31
2018-04-28,152,5,10.9,81,1.7,348,7.7,0.0,0.0,0.0,1.0,0,1,5,0,4,38.5,0.07,11.2762,0.52,0.79,0.34
2018-04-09,682,9,2.6,96,1.1,316,2.0,0.87,0.0,0.0,1.0,0,1,0,1,4,18.0,0.03,2.861800000000001,0.27,0.09,0.33
2018-05-23,1167,13,20.9,33,3.9,1853,4.0,3.52,0.0,0.0,1.0,0,1,2,0,5,52.0,0.09,18.5416,0.73,1.67,0.37
2018-05-02,76,5,18.4,87,0.8,209,16.1,0.0,0.4,0.0,1.0,0,1,2,0,5,80.5,0.14,18.12115,0.72,2.54,0.39
2018-05-22,1438,11,21.9,55,1.4,1820,12.4,1.87,0.0,0.0,1.0,0,1,1,0,5,136.4,0.23,20.0685,0.78,4.62,0.44
2018-05-22,163,15,21.1,72,2.7,663,15.8,0.31,0.1,0.0,1.0,0,1,1,0,5,237.0,0.41,20.0836,0.78,8.23,0.53
2018-03-04,118,1,8.3,91,0.1,282,6.9,0.0,0.0,0.0,1.0,0,1,6,0,3,6.9,0.01,8.606900000000001,0.44,0.09,0.33
2018-05-15,1640,22,25.0,59,0.6,742,16.4,0.0,0.0,0.0,1.0,0,1,1,0,5,360.8,0.62,22.63225,0.86,14.03,0.68
2018-03-01,231,19,-1.7,45,3.3,1375,-12.1,0.01,0.0,0.0,1.0,0,1,3,1,3,-229.9,-0.4,3.200500000000001,0.28,-1.28,0.29
2018-05-12,30,22,15.8,98,0.4,179,15.4,0.0,1.5,0.0,1.0,0,1,5,0,5,338.8,0.58,15.7857,0.65,9.16,0.56
2018-04-23,12,10,8.6,95,2.5,578,7.8,0.2,4.0,0.0,1.0,0,1,0,0,4,78.0,0.13,8.76225,0.44,1.14,0.35
2018-04-19,1054,22,13.4,49,1.1,1326,2.8,0.0,0.0,0.0,1.0,0,1,3,0,4,61.6,0.11,13.70855,0.59,1.51,0.36
2018-03-23,676,21,5.8,60,2.2,650,-1.3,0.0,0.0,0.0,1.0,0,1,4,0,3,-27.3,-0.05,7.714,0.41,-0.39,0.31
2018-05-06,71,12,15.7,96,1.1,568,15.0,0.5,3.0,0.0,1.0,0,1,6,0,5,180.0,0.31,15.6736,0.65,4.86,0.45
2018-04-28,1875,15,21.1,25,4.1,1885,0.2,2.96,0.0,0.0,1.0,0,1,5,0,4,3.0,0.01,18.3775,0.73,0.18,0.33
2018-03-16,557,11,8.2,45,2.4,1992,-3.0,2.38,0.0,0.0,1.0,0,1,4,0,3,-33.0,-0.06,10.10575,0.48,-0.61,0.31
2018-04-07,399,8,2.4,44,4.3,1375,-8.6,0.41,0.0,0.0,1.0,0,1,5,1,4,-68.8,-0.12,6.1268,0.36,-0.74,0.3
2018-05-28,1247,23,20.9,53,1.6,1712,10.9,0.0,0.0,0.0,1.0,0,1,0,0,5,250.7,0.43,19.2456,0.75,8.28,0.54
2018-04-23,14,15,9.5,96,2.2,350,8.8,0.31,1.5,0.0,1.0,0,1,0,0,4,132.0,0.23,9.61,0.47,2.21,0.38
2018-05-01,1493,13,23.0,63,3.1,494,15.5,1.92,0.0,0.0,1.0,0,1,1,0,5,201.5,0.35,21.27025,0.81,7.44,0.51
2018-04-24,2318,18,14.1,43,1.6,2000,1.6,0.36,0.0,0.0,1.0,0,1,1,1,4,28.8,0.05,14.2254,0.6,0.71,0.34
2018-05-20,190,6,11.6,46,0.8,2000,0.3,0.05,0.0,0.0,1.0,0,1,6,0,5,1.7999999999999998,0.0,12.4613,0.55,0.0,0.32
