Date,Count,Hour,Temp,Humidity,WindSpeed,Visibility,DewPointTemp,SolarRadiation,Rainfall,Snowfall,Seasons,Holiday,Functioning Day,DayOfWeek,RushHour,VSW,VSW%,ComfortIndex,ComfortIndexScaled,ComfortAdd
2018-03-25,0.1231578947368421,1,6.4,82,1.2,186,3.5,0.0,0.0,0.0,1.0,No Holiday,Yes,6,0,3.5,0.01,7.2019,0.41,0.34
2018-03-25,0.0473684210526315,2,6.0,82,1.3,198,3.1,0.0,0.0,0.0,1.0,No Holiday,Yes,6,0,6.2,0.01,6.8415,0.4,0.34
2018-03-25,-0.011578947368421,3,5.5,83,0.9,186,2.8,0.0,0.0,0.0,1.0,No Holiday,Yes,6,0,8.399999999999999,0.01,6.3415,0.38,0.34
2018-03-25,-0.0631578947368421,4,5.3,82,1.0,200,2.4,0.0,0.0,0.0,1.0,No Holiday,Yes,6,0,9.6,0.02,6.2108,0.38,0.34
2018-03-25,-0.0947368421052631,5,5.0,83,0.7,200,2.3,0.0,0.0,0.0,1.0,No Holiday,Yes,6,0,11.5,0.02,5.88825,0.37,0.34
2018-03-25,-0.0831578947368421,6,4.6,84,0.7,193,2.1,0.0,0.0,0.0,1.0,No Holiday,Yes,6,0,12.600000000000001,0.02,5.4712,0.36,0.34
2018-03-25,-0.0136842105263157,7,4.7,82,1.3,198,1.8,0.02,0.0,0.0,1.0,No Holiday,Yes,6,1,12.6,0.02,5.6702,0.36,0.34
2018-03-25,0.0789473684210526,8,5.0,79,1.1,203,1.6,0.23,0.0,0.0,1.0,No Holiday,Yes,6,1,12.8,0.02,6.09725,0.38,0.34
2018-03-25,0.1905263157894736,9,6.3,73,1.3,218,1.8,0.79,0.0,0.0,1.0,No Holiday,Yes,6,1,16.2,0.03,7.5177,0.42,0.34
2018-03-25,0.22,10,8.4,65,1.8,229,2.1,1.67,0.0,0.0,1.0,No Holiday,Yes,6,0,21.0,0.04,9.574250000000001,0.49,0.35
2018-03-25,0.3326315789473684,11,10.7,56,2.0,261,2.2,2.27,0.0,0.0,1.0,No Holiday,Yes,6,0,24.200000000000003,0.04,11.6196,0.55,0.35
2018-03-25,0.5010526315789474,12,12.7,45,1.3,321,1.0,2.63,0.0,0.0,1.0,No Holiday,Yes,6,0,12.0,0.02,13.2445,0.6,0.34
2018-03-25,0.6673684210526316,13,14.6,38,1.9,315,0.4,2.75,0.0,0.0,1.0,No Holiday,Yes,6,0,5.2,0.01,14.5659,0.65,0.34
2018-03-25,0.7705263157894737,14,16.1,37,2.4,315,1.3,2.62,0.0,0.0,1.0,No Holiday,Yes,6,0,18.2,0.03,15.5456,0.68,0.35
2018-03-25,0.8526315789473684,15,16.7,38,3.1,265,2.2,2.27,0.0,0.0,1.0,No Holiday,Yes,6,0,33.0,0.06,15.9498,0.69,0.36
2018-03-25,0.9273684210526316,16,16.5,39,3.1,366,2.4,1.91,0.0,0.0,1.0,No Holiday,Yes,6,0,38.4,0.07,15.829,0.69,0.37
2018-03-25,0.8010526315789473,17,15.8,40,2.3,481,2.2,1.28,0.0,0.0,1.0,No Holiday,Yes,6,1,37.400000000000006,0.06,15.371,0.67,0.36
2018-03-25,0.6505263157894737,18,14.4,44,2.7,596,2.2,0.6,0.0,0.0,1.0,No Holiday,Yes,6,1,39.6,0.07,14.4308,0.64,0.36
2018-03-25,0.4431578947368421,19,12.6,59,2.5,384,4.7,0.08,0.0,0.0,1.0,No Holiday,Yes,6,1,89.3,0.15,13.02845,0.6,0.39
2018-03-25,0.3705263157894737,20,10.7,70,2.8,236,5.4,0.0,0.0,0.0,1.0,No Holiday,Yes,6,0,108.0,0.19,11.327,0.54,0.4
2018-03-25,0.3221052631578947,21,9.8,74,2.2,219,5.3,0.0,0.0,0.0,1.0,No Holiday,Yes,6,0,111.3,0.19,10.472100000000001,0.52,0.39
2018-03-25,0.2884210526315789,22,8.8,79,2.0,203,5.3,0.0,0.0,0.0,1.0,No Holiday,Yes,6,0,116.6,0.2,9.458350000000001,0.48,0.39
2018-03-25,0.1957894736842105,23,8.0,82,1.3,196,5.1,0.0,0.0,0.0,1.0,No Holiday,Yes,6,0,117.3,0.2,8.6435,0.46,0.38
2018-03-26,0.0989473684210526,0,7.1,84,2.3,185,4.5,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,0.0,0.0,7.7512,0.43,0.34
2018-03-26,0.0368421052631578,1,6.3,87,1.8,153,4.2,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,4.2,0.01,6.8863,0.4,0.34
2018-03-26,-0.06,2,5.4,95,1.5,89,4.6,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,9.2,0.02,5.650250000000001,0.36,0.34
2018-03-26,-0.0926315789473684,3,5.5,96,1.6,72,4.9,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,14.700000000000001,0.03,5.698,0.36,0.34
2018-03-26,-0.0894736842105263,4,5.5,96,2.0,53,4.9,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,19.6,0.03,5.698,0.36,0.34
2018-03-26,-0.0547368421052631,5,5.4,97,1.5,38,4.9,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,24.5,0.04,5.55015,0.36,0.34
2018-03-26,0.0810526315789473,6,5.7,97,0.5,80,5.2,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,31.200000000000003,0.05,5.8452,0.37,0.34
2018-03-26,0.4536842105263158,7,6.0,96,0.6,94,5.4,0.0,0.0,0.0,1.0,No Holiday,Yes,0,1,37.800000000000004,0.06,6.187,0.38,0.35
2018-03-26,0.8768421052631579,8,6.4,90,1.4,117,4.8,0.13,0.0,0.0,1.0,No Holiday,Yes,0,1,38.4,0.07,6.8455,0.4,0.35
2018-03-26,0.4105263157894737,9,7.6,82,0.7,147,4.7,0.55,0.0,0.0,1.0,No Holiday,Yes,0,1,42.300000000000004,0.07,8.2831,0.45,0.35
2018-03-26,0.2789473684210526,10,10.0,70,1.0,187,4.7,1.57,0.0,0.0,1.0,No Holiday,Yes,0,0,47.0,0.08,10.7425,0.52,0.36
2018-03-26,0.2863157894736842,11,12.6,60,2.4,281,5.0,2.23,0.0,0.0,1.0,No Holiday,Yes,0,0,55.0,0.09,13.018,0.6,0.37
2018-03-26,0.36,12,14.6,53,2.5,348,5.1,2.65,0.0,0.0,1.0,No Holiday,Yes,0,0,61.199999999999996,0.11,14.57415,0.65,0.38
2018-03-26,0.3726315789473684,13,16.0,47,2.5,459,4.6,2.8,0.0,0.0,1.0,No Holiday,Yes,0,0,59.8,0.1,15.56275,0.68,0.38
2018-03-26,0.4473684210526316,14,17.4,39,2.9,520,3.2,2.7,0.0,0.0,1.0,No Holiday,Yes,0,0,44.800000000000004,0.08,16.427049999999998,0.71,0.37
2018-03-26,0.4778947368421052,15,17.6,33,3.6,985,1.1,2.44,0.0,0.0,1.0,No Holiday,Yes,0,0,16.5,0.03,16.45765,0.71,0.35
2018-03-26,0.7042105263157895,16,17.7,33,3.4,897,1.2,1.96,0.0,0.0,1.0,No Holiday,Yes,0,0,19.2,0.03,16.5208,0.71,0.35
2018-03-26,0.8157894736842105,17,17.1,31,3.3,1075,-0.1,1.33,0.0,0.0,1.0,No Holiday,Yes,0,1,-1.7000000000000002,-0.0,16.113300000000002,0.7,0.34
2018-03-26,1.396842105263158,18,16.0,33,2.9,1138,-0.2,0.6,0.0,0.0,1.0,No Holiday,Yes,0,1,-3.6,-0.01,15.44725,0.67,0.33
2018-03-26,0.9273684210526316,19,14.3,37,3.1,1247,-0.2,0.1,0.0,0.0,1.0,No Holiday,Yes,0,1,-3.8000000000000003,-0.01,14.3693,0.64,0.33
2018-03-26,0.7210526315789474,20,12.9,42,2.8,1047,0.2,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,4.0,0.01,13.410400000000001,0.61,0.34
2018-03-26,0.6821052631578948,21,11.6,54,1.5,693,2.5,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,52.5,0.09,12.3337,0.58,0.37
2018-03-26,0.5389473684210526,22,10.7,58,1.4,600,2.7,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,59.400000000000006,0.1,11.5778,0.55,0.37
2018-03-26,0.3126315789473684,23,9.8,62,0.6,535,2.8,0.0,0.0,0.0,1.0,No Holiday,Yes,0,0,64.39999999999999,0.11,10.782300000000001,0.53,0.37
2018-03-27,0.2421052631578947,0,9.0,68,1.1,426,3.3,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,0.0,0.0,9.968,0.5,0.34
2018-03-27,0.1347368421052631,1,8.7,70,0.9,398,3.5,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,3.5,0.01,9.657,0.49,0.34
2018-03-27,0.0136842105263157,2,8.3,70,0.8,394,3.1,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,6.2,0.01,9.323,0.48,0.34
2018-03-27,-0.0242105263157894,3,8.1,71,0.9,378,3.1,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,9.3,0.02,9.1208,0.47,0.34
2018-03-27,-0.0578947368421052,4,7.8,70,0.3,395,2.6,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,10.4,0.02,8.9055,0.47,0.34
2018-03-27,-0.0421052631578947,5,8.0,63,0.8,439,1.3,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,6.5,0.01,9.32275,0.48,0.34
2018-03-27,0.0852631578947368,6,8.1,66,0.6,415,2.1,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,12.600000000000001,0.02,9.2968,0.48,0.34
2018-03-27,0.5842105263157895,7,8.5,67,0.7,475,2.7,0.02,0.0,0.0,1.0,No Holiday,Yes,1,1,18.900000000000002,0.03,9.589,0.49,0.34
2018-03-27,1.106315789473684,8,9.3,62,0.6,519,2.3,0.25,0.0,0.0,1.0,No Holiday,Yes,1,1,18.4,0.03,10.386800000000001,0.51,0.34
2018-03-27,0.5778947368421052,9,11.6,51,0.8,498,1.7,0.84,0.0,0.0,1.0,No Holiday,Yes,1,1,15.299999999999999,0.03,12.38155,0.58,0.35
2018-03-27,0.3284210526315789,10,13.9,40,0.8,586,0.5,1.6,0.0,0.0,1.0,No Holiday,Yes,1,0,5.0,0.01,14.098,0.63,0.34
2018-03-27,0.431578947368421,11,15.8,40,1.9,647,2.2,1.95,0.0,0.0,1.0,No Holiday,Yes,1,0,24.200000000000003,0.04,15.371,0.67,0.35
2018-03-27,0.4589473684210526,12,16.7,47,2.4,620,5.3,1.76,0.0,0.0,1.0,No Holiday,Yes,1,0,63.599999999999994,0.11,16.058699999999998,0.69,0.39
2018-03-27,0.4347368421052631,13,18.6,46,2.1,642,6.7,2.54,0.0,0.0,1.0,No Holiday,Yes,1,0,87.10000000000001,0.15,17.3823,0.74,0.41
2018-03-27,0.4926315789473684,14,19.4,45,2.0,624,7.1,2.05,0.0,0.0,1.0,No Holiday,Yes,1,0,99.39999999999999,0.17,17.917749999999998,0.75,0.42
2018-03-27,0.511578947368421,15,19.9,45,2.7,676,7.6,1.79,0.0,0.0,1.0,No Holiday,Yes,1,0,114.0,0.2,18.2665,0.76,0.44
2018-03-27,0.6568421052631579,16,19.5,50,3.4,613,8.7,1.6,0.0,0.0,1.0,No Holiday,Yes,1,0,139.2,0.24,18.125,0.76,0.46
2018-03-27,0.8526315789473684,17,18.4,54,3.2,605,8.9,1.05,0.0,0.0,1.0,No Holiday,Yes,1,1,151.3,0.26,17.4133,0.74,0.46
2018-03-27,1.4431578947368422,18,16.8,60,3.1,580,8.9,0.46,0.0,0.0,1.0,No Holiday,Yes,1,1,160.20000000000002,0.28,16.294,0.7,0.46
2018-03-27,0.9157894736842104,19,15.0,67,2.6,452,8.9,0.07,0.0,0.0,1.0,No Holiday,Yes,1,1,169.1,0.29,14.90925,0.66,0.46
2018-03-27,0.751578947368421,20,13.9,72,2.4,385,8.9,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,178.0,0.31,13.9924,0.63,0.46
2018-03-27,0.7536842105263157,21,13.4,73,1.5,325,8.6,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,180.6,0.31,13.56335,0.61,0.45
2018-03-27,0.6463157894736842,22,12.9,75,1.3,326,8.5,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,187.0,0.32,13.120000000000001,0.6,0.45
2018-03-27,0.3968421052631579,23,12.4,74,1.5,356,7.8,0.0,0.0,0.0,1.0,No Holiday,Yes,1,0,179.4,0.31,12.7003,0.59,0.45
2018-03-28,0.2631578947368421,0,12.0,76,0.8,346,7.8,0.0,0.0,0.0,1.0,No Holiday,Yes,2,0,0.0,0.0,12.33,0.57,0.34
2018-03-28,0.1968421052631579,1,11.6,74,1.2,374,7.1,0.0,0.0,0.0,1.0,No Holiday,Yes,2,0,7.1,0.01,12.0147,0.56,0.34
2018-03-28,0.0789473684210526,2,11.5,75,1.9,399,7.2,0.0,0.0,0.0,1.0,No Holiday,Yes,2,0,14.4,0.02,11.9125,0.56,0.34
2018-03-28,0.0,3,10.9,79,0.8,383,7.3,0.0,0.0,0.0,1.0,No Holiday,Yes,2,0,21.9,0.04,11.3158,0.54,0.35
2018-03-28,-0.0484210526315789,4,10.6,77,0.9,422,6.7,0.0,0.0,0.0,1.0,No Holiday,Yes,2,0,26.8,0.05,11.09335,0.54,0.35
2018-03-28,-0.0452631578947368,5,10.2,80,0.8,366,6.8,0.0,0.0,0.0,1.0,No Holiday,Yes,2,0,34.0,0.06,10.673,0.52,0.35
2018-03-28,0.1136842105263157,6,9.6,84,0.7,301,7.0,0.0,0.0,0.0,1.0,No Holiday,Yes,2,0,42.0,0.07,10.0312,0.5,0.36
2018-03-28,0.6221052631578947,7,9.6,82,1.1,284,6.6,0.04,0.0,0.0,1.0,No Holiday,Yes,2,1,46.199999999999996,0.08,10.0851,0.5,0.36
2018-03-28,1.2663157894736845,8,10.3,77,0.7,341,6.4,0.37,0.0,0.0,1.0,No Holiday,Yes,2,1,51.2,0.09,10.8313,0.53,0.36
2018-03-28,0.6031578947368421,9,12.4,66,1.0,546,6.2,0.91,0.0,0.0,1.0,No Holiday,Yes,2,1,55.800000000000004,0.1,12.7927,0.59,0.37
2018-03-28,0.3621052631578947,10,14.7,62,2.9,684,7.4,1.59,0.0,0.0,1.0,No Holiday,Yes,2,0,74.0,0.13,14.658199999999999,0.65,0.39
2018-03-28,0.4610526315789474,11,15.6,60,3.7,817,7.8,1.44,0.0,0.0,1.0,No Holiday,Yes,2,0,85.8,0.15,15.358,0.67,0.4
2018-03-28,0.5042105263157894,12,16.5,57,3.8,881,7.9,1.55,0.0,0.0,1.0,No Holiday,Yes,2,0,94.80000000000001,0.16,16.027,0.69,0.41
2018-03-28,0.6031578947368421,13,17.5,54,3.1,1065,8.0,1.63,0.0,0.0,1.0,No Holiday,Yes,2,0,104.0,0.18,16.741,0.72,0.42
2018-03-28,0.5768421052631579,14,18.6,46,4.4,1664,6.7,2.14,0.0,0.0,1.0,No Holiday,Yes,2,0,93.8,0.16,17.3823,0.74,0.41
2018-03-28,0.6684210526315789,15,18.2,45,4.1,1908,6.0,1.86,0.0,0.0,1.0,No Holiday,Yes,2,0,90.0,0.15,17.08075,0.73,0.41
2018-03-28,0.8347368421052631,16,18.3,43,4.3,1931,5.4,1.3,0.0,0.0,1.0,No Holiday,Yes,2,0,86.4,0.15,17.1087,0.73,0.41
2018-03-28,1.1273684210526316,17,17.6,45,4.2,1947,5.5,0.7,0.0,0.0,1.0,No Holiday,Yes,2,1,93.5,0.16,16.66225,0.71,0.41
2018-03-28,1.7778947368421052,18,17.0,53,3.1,1855,7.3,0.35,0.0,0.0,1.0,No Holiday,Yes,2,1,131.4,0.23,16.35375,0.7,0.44
2018-03-28,1.1978947368421051,19,16.0,60,2.8,1436,8.2,0.06,0.0,0.0,1.0,No Holiday,Yes,2,1,155.79999999999998,0.27,15.67,0.68,0.45
2018-03-28,1.0347368421052632,20,15.2,65,2.2,988,8.6,0.0,0.0,0.0,1.0,No Holiday,Yes,2,0,172.0,0.3,15.065249999999999,0.66,0.46
2018-03-28,0.9315789473684212,21,14.2,70,0.8,723,8.7,0.0,0.0,0.0,1.0,No Holiday,Yes,2,0,182.7,0.31,14.2495,0.64,0.46
2018-03-28,0.7968421052631579,22,13.6,73,2.0,644,8.8,0.0,0.0,0.0,1.0,No Holiday,Yes,2,0,193.60000000000002,0.33,13.733649999999999,0.62,0.46
2018-03-28,0.4884210526315789,23,13.5,74,1.2,603,8.9,0.0,0.0,0.0,1.0,No Holiday,Yes,2,0,204.70000000000002,0.35,13.643,0.62,0.47
2018-03-29,0.3326315789473684,0,13.4,77,1.5,537,9.4,0.0,0.0,0.0,1.0,No Holiday,Yes,3,0,0.0,0.0,13.539150000000001,0.61,0.34
2018-03-29,0.2526315789473684,1,13.0,81,1.9,484,9.8,0.0,0.0,0.0,1.0,No Holiday,Yes,3,0,9.8,0.02,13.15675,0.6,0.34
2018-03-29,0.1094736842105263,2,12.9,83,1.6,369,10.0,0.0,0.0,0.0,1.0,No Holiday,Yes,3,0,20.0,0.03,13.0496,0.6,0.35
2018-03-29,0.0210526315789473,3,12.7,80,0.4,384,9.3,0.0,0.0,0.0,1.0,No Holiday,Yes,3,0,27.900000000000002,0.05,12.898,0.59,0.35
2018-03-29,-0.0431578947368421,4,12.8,81,0.2,418,9.6,0.0,0.0,0.0,1.0,No Holiday,Yes,3,0,38.4,0.07,12.97765,0.6,0.36
2018-03-29,-0.0463157894736842,5,12.7,83,0.8,392,9.8,0.0,0.0,0.0,1.0,No Holiday,Yes,3,0,49.0,0.08,12.8683,0.59,0.36
2018-03-29,0.1305263157894736,6,12.6,83,0.5,332,9.7,0.0,0.0,0.0,1.0,No Holiday,Yes,3,0,58.199999999999996,0.1,12.77765,0.59,0.37
2018-03-29,0.6642105263157895,7,12.8,82,0.6,370,9.7,0.01,0.0,0.0,1.0,No Holiday,Yes,3,1,67.89999999999999,0.12,12.968300000000001,0.6,0.38
2018-03-29,1.1905263157894737,8,13.3,80,1.2,369,9.9,0.14,0.0,0.0,1.0,No Holiday,Yes,3,1,79.2,0.14,13.432,0.61,0.39
2018-03-29,0.6389473684210526,9,13.5,79,1.9,382,9.9,0.2,0.0,0.0,1.0,No Holiday,Yes,3,1,89.10000000000001,0.15,13.6155,0.62,0.39
2018-03-29,0.3494736842105263,10,15.0,69,1.5,552,9.3,1.02,0.0,0.0,1.0,No Holiday,Yes,3,0,93.0,0.16,14.91475,0.66,0.4
2018-03-29,0.4557894736842105,11,16.1,63,1.2,555,9.0,1.08,0.0,0.0,1.0,No Holiday,Yes,3,0,99.0,0.17,15.774400000000002,0.68,0.41
2018-03-29,0.5936842105263158,12,18.2,55,2.3,594,9.0,2.24,0.0,0.0,1.0,No Holiday,Yes,3,0,108.0,0.19,17.28425,0.73,0.43
2018-03-29,0.5957894736842105,13,19.5,48,1.9,596,8.1,2.32,0.0,0.0,1.0,No Holiday,Yes,3,0,105.3,0.18,18.07,0.76,0.43
2018-03-29,0.5905263157894737,14,20.2,47,2.4,541,8.5,2.3,0.0,0.0,1.0,No Holiday,Yes,3,0,119.0,0.2,18.538449999999997,0.77,0.44
2018-03-29,0.6642105263157895,15,20.8,42,3.1,576,7.4,2.1,0.0,0.0,1.0,No Holiday,Yes,3,0,111.0,0.19,18.790300000000002,0.78,0.43
2018-03-29,0.8494736842105263,16,20.7,38,2.2,741,5.8,1.63,0.0,0.0,1.0,No Holiday,Yes,3,0,92.8,0.16,18.5858,0.77,0.42
2018-03-29,1.098947368421053,17,20.3,48,2.8,635,8.9,1.14,0.0,0.0,1.0,No Holiday,Yes,3,1,151.3,0.26,18.6412,0.78,0.47
2018-03-29,1.711578947368421,18,19.1,47,2.4,942,7.5,0.57,0.0,0.0,1.0,No Holiday,Yes,3,1,135.0,0.23,17.7591,0.75,0.45
2018-03-29,1.168421052631579,19,17.5,61,2.2,758,9.8,0.11,0.0,0.0,1.0,No Holiday,Yes,3,1,186.20000000000002,0.32,16.8565,0.72,0.49
2018-03-29,0.9778947368421052,20,15.6,64,2.7,686,8.8,0.0,0.0,0.0,1.0,No Holiday,Yes,3,0,176.0,0.3,15.3822,0.67,0.46
2018-03-29,0.943157894736842,21,14.4,66,1.7,677,8.1,0.0,0.0,0.0,1.0,No Holiday,Yes,3,0,170.1,0.29,14.4187,0.64,0.45
2018-03-29,0.8410526315789474,22,13.3,71,2.1,581,8.1,0.0,0.0,0.0,1.0,No Holiday,Yes,3,0,178.2,0.31,13.4914,0.61,0.45
2018-03-29,0.4884210526315789,23,12.7,75,1.6,475,8.3,0.0,0.0,0.0,1.0,No Holiday,Yes,3,0,190.9,0.33,12.9475,0.59,0.45
2018-03-30,0.3578947368421052,0,11.8,78,0.6,438,8.0,0.0,0.0,0.0,1.0,No Holiday,Yes,4,0,0.0,0.0,12.126700000000001,0.57,0.34
2018-03-30,0.2642105263157894,1,11.4,77,0.7,466,7.5,0.0,0.0,0.0,1.0,No Holiday,Yes,4,0,7.5,0.01,11.79215,0.56,0.34
2018-03-30,0.1168421052631579,2,10.8,72,0.4,639,5.9,0.0,0.0,0.0,1.0,No Holiday,Yes,4,0,11.8,0.02,11.369800000000001,0.54,0.34
2018-03-30,0.0357894736842105,3,10.3,68,0.7,887,4.6,0.0,0.0,0.0,1.0,No Holiday,Yes,4,0,13.799999999999999,0.02,11.039200000000001,0.53,0.34
2018-03-30,-0.0368421052631578,4,9.9,67,1.1,820,4.0,0.0,0.0,0.0,1.0,No Holiday,Yes,4,0,16.0,0.03,10.7349,0.52,0.35
2018-03-30,-0.0347368421052631,5,10.4,62,1.8,911,3.4,0.0,0.0,0.0,1.0,No Holiday,Yes,4,0,17.0,0.03,11.2569,0.54,0.35
2018-03-30,0.1410526315789473,6,10.3,70,1.2,555,5.0,0.0,0.0,0.0,1.0,No Holiday,Yes,4,0,30.0,0.05,10.993,0.53,0.35
2018-03-30,0.628421052631579,7,10.5,70,1.1,483,5.2,0.04,0.0,0.0,1.0,No Holiday,Yes,4,1,36.4,0.06,11.16,0.54,0.35
2018-03-30,1.322105263157895,8,11.5,60,1.6,550,3.9,0.42,0.0,0.0,1.0,No Holiday,Yes,4,1,31.2,0.05,12.16,0.57,0.35
2018-03-30,0.6547368421052632,9,13.7,46,1.3,972,2.2,1.08,0.0,0.0,1.0,No Holiday,Yes,4,1,19.8,0.03,13.9376,0.63,0.35
2018-03-30,0.4557894736842105,10,16.0,29,1.4,1708,-2.0,1.79,0.0,0.0,1.0,No Holiday,Yes,4,0,-20.0,-0.03,15.41425,0.67,0.32
2018-03-30,0.62,11,17.8,26,2.6,1822,-1.9,2.37,0.0,0.0,1.0,No Holiday,Yes,4,0,-20.9,-0.04,16.4569,0.71,0.32
2018-03-30,0.8305263157894737,12,19.1,26,1.6,1704,-0.8,2.73,0.0,0.0,1.0,No Holiday,Yes,4,0,-9.600000000000001,-0.02,17.227800000000002,0.73,0.33
2018-03-30,0.7473684210526316,13,20.3,27,1.4,1464,0.6,2.87,0.0,0.0,1.0,No Holiday,Yes,4,0,7.8,0.01,17.9713,0.75,0.34
2018-03-30,0.8578947368421053,14,21.0,28,2.8,1191,1.7,2.75,0.0,0.0,1.0,No Holiday,Yes,4,0,23.8,0.04,18.426,0.77,0.36
2018-03-30,0.9663157894736842,15,21.8,28,2.3,1162,2.4,2.4,0.0,0.0,1.0,No Holiday,Yes,4,0,36.0,0.06,18.9092,0.78,0.37
2018-03-30,1.0589473684210526,16,20.7,36,3.6,811,5.0,1.82,0.0,0.0,1.0,No Holiday,Yes,4,0,80.0,0.14,18.517599999999998,0.77,0.41
2018-03-30,1.3789473684210527,17,19.4,45,2.9,778,7.1,1.13,0.0,0.0,1.0,No Holiday,Yes,4,1,120.69999999999999,0.21,17.917749999999998,0.75,0.44
2018-03-30,1.8789473684210527,18,17.4,57,3.1,657,8.7,0.52,0.0,0.0,1.0,No Holiday,Yes,4,1,156.6,0.27,16.71415,0.71,0.46
2018-03-30,1.176842105263158,19,15.2,60,3.2,1081,7.4,0.09,0.0,0.0,1.0,No Holiday,Yes,4,1,140.6,0.24,15.046,0.66,0.44
2018-03-30,0.9421052631578948,20,14.3,63,2.6,936,7.3,0.0,0.0,0.0,1.0,No Holiday,Yes,4,0,146.0,0.25,14.3407,0.64,0.44
2018-03-30,0.84,21,13.7,73,1.8,658,8.9,0.0,0.0,0.0,1.0,No Holiday,Yes,4,0,186.9,0.32,13.8188,0.62,0.46
2018-03-30,0.7684210526315789,22,12.7,76,1.5,521,8.5,0.0,0.0,0.0,1.0,No Holiday,Yes,4,0,187.0,0.32,12.9376,0.59,0.45
2018-03-30,0.5557894736842105,23,12.1,77,1.4,540,8.1,0.0,0.0,0.0,1.0,No Holiday,Yes,4,0,186.29999999999998,0.32,12.403599999999999,0.58,0.45
2018-03-31,0.4073684210526316,0,11.7,77,1.3,588,7.7,0.0,0.0,0.0,1.0,No Holiday,Yes,5,0,0.0,0.0,12.0542,0.57,0.34
2018-03-31,0.3705263157894737,1,11.5,77,2.0,593,7.6,0.0,0.0,0.0,1.0,No Holiday,Yes,5,0,7.6,0.01,11.8795,0.56,0.34
2018-03-31,0.26,2,11.0,73,1.5,816,6.3,0.0,0.0,0.0,1.0,No Holiday,Yes,5,0,12.6,0.02,11.51975,0.55,0.34
2018-03-31,0.12,3,10.7,74,1.7,712,6.2,0.0,0.0,0.0,1.0,No Holiday,Yes,5,0,18.6,0.03,11.2434,0.54,0.35
2018-03-31,0.0136842105263157,4,10.4,73,1.7,801,5.7,0.0,0.0,0.0,1.0,No Holiday,Yes,5,0,22.8,0.04,11.00885,0.53,0.35
2018-03-31,-0.0442105263157894,5,9.8,73,0.8,1098,5.1,0.0,0.0,0.0,1.0,No Holiday,Yes,5,0,25.5,0.04,10.497950000000001,0.52,0.35
2018-03-31,-0.0084210526315789,6,9.4,75,0.9,1117,5.1,0.0,0.0,0.0,1.0,No Holiday,Yes,5,0,30.599999999999998,0.05,10.10125,0.5,0.35
2018-03-31,0.12,7,9.5,72,0.2,1017,4.6,0.04,0.0,0.0,1.0,No Holiday,Yes,5,1,32.199999999999996,0.06,10.27,0.51,0.35
2018-03-31,0.3568421052631579,8,10.4,65,0.8,979,4.0,0.41,0.0,0.0,1.0,No Holiday,Yes,5,1,32.0,0.05,11.18925,0.54,0.35
2018-03-31,0.5178947368421053,9,12.6,57,0.9,859,4.2,0.98,0.0,0.0,1.0,No Holiday,Yes,5,1,37.800000000000004,0.06,13.04935,0.6,0.36
2018-03-31,0.4926315789473684,10,14.7,53,0.9,831,5.2,1.59,0.0,0.0,1.0,No Holiday,Yes,5,0,52.0,0.09,14.648299999999999,0.65,0.37
2018-03-31,0.7094736842105264,11,16.7,45,1.9,1054,4.6,2.07,0.0,0.0,1.0,No Holiday,Yes,5,0,50.599999999999994,0.09,16.034499999999998,0.69,0.38
2018-03-31,0.9705263157894736,12,18.2,38,4.2,1189,3.6,2.41,0.0,0.0,1.0,No Holiday,Yes,5,0,43.2,0.07,16.938299999999998,0.72,0.37
2018-03-31,1.1242105263157895,13,19.3,37,3.0,1257,4.2,2.53,0.0,0.0,1.0,No Holiday,Yes,5,0,54.6,0.09,17.6368,0.74,0.38
2018-03-31,1.2957894736842106,14,20.1,30,3.0,1554,1.9,2.57,0.0,0.0,1.0,No Holiday,Yes,5,0,26.599999999999998,0.05,17.944000000000003,0.75,0.36
2018-03-31,1.4652631578947368,15,18.9,28,3.7,1769,0.0,2.09,0.0,0.0,1.0,No Holiday,Yes,5,0,0.0,0.0,17.1576,0.73,0.34
2018-03-31,1.503157894736842,16,18.0,32,3.0,1836,1.0,1.03,0.0,0.0,1.0,No Holiday,Yes,5,0,16.0,0.03,16.691,0.71,0.35
