Date,Count,Hour,Temp,Humidity,WindSpeed,Visibility,DewPointTemp,Solar Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning Day
13/02/2018,0.0,10,-2.4,41,1.5,1905,-13.8,1.19,0.0,0.0,winter,No Holiday,Yes
13/02/2018,0.065,11,-0.3,40,3.4,1728,-12.2,1.73,0.0,0.0,winter,No Holiday,Yes
13/02/2018,0.10125,12,1.0,41,3.3,1794,-10.8,2.11,0.0,0.0,winter,No Holiday,Yes
13/02/2018,0.07,13,2.6,40,3.5,1854,-9.6,2.28,0.0,0.0,winter,No Holiday,Yes
13/02/2018,0.125,14,3.7,39,3.8,1908,-9.0,2.19,0.0,0.0,winter,No Holiday,Yes
13/02/2018,0.11875,15,3.7,40,5.3,1950,-8.6,1.96,0.0,0.0,winter,No Holiday,Yes
13/02/2018,0.16,16,3.9,41,4.0,1973,-8.1,1.24,0.0,0.0,winter,No Holiday,Yes
13/02/2018,0.2625,17,3.5,46,3.1,1992,-7.0,0.39,0.0,0.0,winter,No Holiday,Yes
13/02/2018,0.505,18,3.1,50,3.7,2000,-6.3,0.07,0.0,0.0,winter,No Holiday,Yes
13/02/2018,0.2575,19,2.4,57,3.2,1995,-5.2,0.0,0.0,0.0,winter,No Holiday,Yes
13/02/2018,0.15375,20,2.3,59,3.8,1981,-4.9,0.0,0.0,0.0,winter,No Holiday,Yes
13/02/2018,0.1125,21,2.6,57,3.8,2000,-5.0,0.0,0.0,0.0,winter,No Holiday,Yes
13/02/2018,0.11375,22,2.6,57,3.1,2000,-5.0,0.0,0.0,0.0,winter,No Holiday,Yes
13/02/2018,0.01375,23,2.4,59,3.2,2000,-4.8,0.0,0.0,0.0,winter,No Holiday,Yes
14/02/2018,-0.0275,0,2.0,65,2.2,1885,-3.9,0.0,0.0,0.0,winter,No Holiday,Yes
14/02/2018,0.01625,1,1.3,67,1.2,1738,-4.1,0.0,0.0,0.0,winter,No Holiday,Yes
14/02/2018,-0.08875,2,1.2,64,0.9,1680,-4.8,0.0,0.0,0.0,winter,No Holiday,Yes
14/02/2018,-0.12375,3,1.1,65,1.0,1596,-4.7,0.0,0.0,0.0,winter,No Holiday,Yes
14/02/2018,-0.18625,4,1.1,67,1.7,1506,-4.3,0.0,0.0,0.0,winter,No Holiday,Yes
14/02/2018,-0.18,5,1.0,68,0.6,1519,-4.2,0.0,0.0,0.0,winter,No Holiday,Yes
14/02/2018,-0.115,6,1.1,66,0.9,1550,-4.5,0.0,0.0,0.0,winter,No Holiday,Yes
14/02/2018,0.115,7,1.3,66,1.1,1534,-4.3,0.0,0.0,0.0,winter,No Holiday,Yes
14/02/2018,0.5075,8,2.1,65,1.1,1559,-3.8,0.01,0.0,0.0,winter,No Holiday,Yes
14/02/2018,0.1575,9,3.9,64,2.9,1483,-2.3,0.18,0.0,0.0,winter,No Holiday,Yes
14/02/2018,0.05125,10,5.2,65,3.9,1313,-0.8,0.56,0.0,0.0,winter,No Holiday,Yes
14/02/2018,0.11,11,6.3,67,3.5,1179,0.6,0.52,0.0,0.0,winter,No Holiday,Yes
14/02/2018,0.14,12,6.9,67,3.9,986,1.1,0.42,0.0,0.0,winter,No Holiday,Yes
14/02/2018,0.18625,13,7.2,65,3.8,773,1.0,0.61,0.0,0.0,winter,No Holiday,Yes
14/02/2018,0.2475,14,7.8,57,3.5,675,-0.2,1.34,0.0,0.0,winter,No Holiday,Yes
14/02/2018,0.32625,15,8.7,48,4.1,767,-1.7,1.68,0.0,0.0,winter,No Holiday,Yes
14/02/2018,0.30875,16,8.0,36,3.5,1013,-6.1,1.09,0.0,0.0,winter,No Holiday,Yes
14/02/2018,0.355,17,6.6,34,2.8,1300,-8.1,0.42,0.0,0.0,winter,No Holiday,Yes
14/02/2018,0.44875,18,5.1,34,2.3,1440,-9.5,0.09,0.0,0.0,winter,No Holiday,Yes
14/02/2018,0.145,19,3.9,37,1.4,1417,-9.4,0.0,0.0,0.0,winter,No Holiday,Yes
14/02/2018,0.0775,20,2.8,29,2.8,1473,-13.5,0.0,0.0,0.0,winter,No Holiday,Yes
14/02/2018,0.02,21,1.7,27,3.1,1734,-15.3,0.0,0.0,0.0,winter,No Holiday,Yes
14/02/2018,0.0225,22,0.3,33,4.0,1436,-14.1,0.0,0.0,0.0,winter,No Holiday,Yes
14/02/2018,-0.05,23,-0.3,35,2.1,1577,-13.9,0.0,0.0,0.0,winter,No Holiday,Yes
15/02/2018,-0.0925,0,-0.7,37,3.5,1716,-13.6,0.0,0.0,0.0,winter,Holiday,Yes
15/02/2018,-0.09625,1,-1.1,38,2.8,1999,-13.6,0.0,0.0,0.0,winter,Holiday,Yes
15/02/2018,-0.11,2,-1.2,35,2.2,2000,-14.7,0.0,0.0,0.0,winter,Holiday,Yes
15/02/2018,-0.1575,3,-1.4,34,2.1,2000,-15.2,0.0,0.0,0.0,winter,Holiday,Yes
15/02/2018,-0.1775,4,-1.9,34,3.0,2000,-15.7,0.0,0.0,0.0,winter,Holiday,Yes
15/02/2018,-0.21,5,-2.4,33,3.1,2000,-16.5,0.0,0.0,0.0,winter,Holiday,Yes
15/02/2018,-0.20125,6,-2.6,38,1.0,2000,-15.0,0.0,0.0,0.0,winter,Holiday,Yes
15/02/2018,-0.18125,7,-3.0,40,0.9,2000,-14.7,0.0,0.0,0.0,winter,Holiday,Yes
15/02/2018,-0.11,8,-3.0,38,1.0,2000,-15.4,0.0,0.0,0.0,winter,Holiday,Yes
15/02/2018,-0.11,9,-3.5,30,1.5,1980,-18.6,0.0,0.0,0.0,winter,Holiday,Yes
15/02/2018,-0.09125,10,-1.6,26,1.9,1980,-18.6,1.29,0.0,0.0,winter,Holiday,Yes
15/02/2018,-0.0375,11,0.1,22,2.0,2000,-19.1,1.84,0.0,0.0,winter,Holiday,Yes
15/02/2018,-0.0325,12,1.7,20,3.0,1983,-18.9,2.28,0.0,0.0,winter,Holiday,Yes
15/02/2018,0.05,13,2.2,18,3.4,1942,-19.7,2.3,0.0,0.0,winter,Holiday,Yes
15/02/2018,0.0875,14,2.9,14,4.3,2000,-22.0,2.29,0.0,0.0,winter,Holiday,Yes
15/02/2018,0.095,15,3.8,17,3.2,2000,-19.0,1.97,0.0,0.0,winter,Holiday,Yes
15/02/2018,0.09125,16,3.2,16,3.0,2000,-20.2,1.45,0.0,0.0,winter,Holiday,Yes
15/02/2018,0.045,17,2.4,17,3.1,1990,-20.2,0.78,0.0,0.0,winter,Holiday,Yes
15/02/2018,-0.0125,18,1.1,18,2.5,2000,-20.6,0.2,0.0,0.0,winter,Holiday,Yes
15/02/2018,-0.0425,19,0.1,21,2.9,2000,-19.7,0.0,0.0,0.0,winter,Holiday,Yes
15/02/2018,-0.065,20,-0.4,27,2.2,2000,-17.1,0.0,0.0,0.0,winter,Holiday,Yes
15/02/2018,-0.0825,21,-1.1,32,2.4,2000,-15.7,0.0,0.0,0.0,winter,Holiday,Yes
15/02/2018,-0.06875,22,-1.9,30,0.8,2000,-17.2,0.0,0.0,0.0,winter,Holiday,Yes
15/02/2018,-0.135,23,-2.5,31,1.4,1996,-17.3,0.0,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.11875,0,-3.3,35,1.8,1977,-16.6,0.0,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.15375,1,-3.6,35,2.0,1943,-16.8,0.0,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.19125,2,-4.1,38,1.2,1996,-16.3,0.0,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.205,3,-4.4,37,1.7,1989,-16.9,0.0,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.20625,4,-4.5,42,1.4,1944,-15.5,0.0,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.215,5,-5.0,44,0.9,1976,-15.3,0.0,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.2125,6,-5.2,42,0.7,1980,-16.1,0.0,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.18875,7,-5.4,41,0.3,2000,-16.6,0.0,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.165,8,-5.4,38,0.7,2000,-17.5,0.04,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.19,9,-4.3,33,0.7,1923,-18.2,0.6,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.1525,10,-1.3,32,1.5,1933,-15.9,1.24,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.13375,11,1.0,25,1.4,1782,-16.8,1.7,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.07875,12,2.2,19,1.4,1946,-19.1,2.01,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.03875,13,3.5,17,3.2,1971,-19.3,2.2,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.005,14,4.2,18,3.3,1976,-18.0,2.25,0.0,0.0,winter,Holiday,Yes
16/02/2018,0.05375,15,4.0,26,3.5,2000,-13.8,1.75,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.01375,16,3.3,38,3.8,1921,-9.6,1.33,0.0,0.0,winter,Holiday,Yes
16/02/2018,0.0125,17,2.5,48,4.2,1979,-7.4,0.76,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.04375,18,1.4,56,3.2,1932,-6.4,0.22,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.0925,19,0.6,59,2.3,1939,-6.5,0.0,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.0625,20,0.2,61,1.9,1956,-6.4,0.0,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.1075,21,0.1,67,2.5,1451,-5.3,0.0,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.105,22,-0.6,70,3.4,1204,-5.4,0.0,0.0,0.0,winter,Holiday,Yes
16/02/2018,-0.145,23,-2.0,51,3.2,1336,-10.8,0.0,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.15125,0,-2.7,41,3.2,1695,-14.1,0.0,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.16125,1,-3.1,36,3.5,2000,-16.0,0.0,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.18,2,-3.8,30,3.9,2000,-18.8,0.0,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.2075,3,-4.5,28,3.0,2000,-20.3,0.0,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.225,4,-5.2,28,2.5,2000,-20.9,0.0,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.2325,5,-5.7,31,2.3,1999,-20.1,0.0,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.20125,6,-6.2,32,2.5,2000,-20.2,0.0,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.20625,7,-6.8,32,1.6,2000,-20.7,0.0,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.15,8,-7.1,30,1.7,1991,-21.7,0.04,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.1275,9,-6.5,26,2.4,1874,-22.8,0.64,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.12125,10,-4.3,21,1.4,1908,-23.4,1.34,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.05625,11,-2.8,19,2.6,1957,-23.2,1.91,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.02125,12,-1.3,17,1.5,1998,-23.2,2.28,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.00875,13,-0.4,15,2.4,1938,-23.9,2.46,0.0,0.0,winter,Holiday,Yes
17/02/2018,0.0725,14,-0.1,15,4.0,2000,-23.7,2.39,0.0,0.0,winter,Holiday,Yes
17/02/2018,0.09125,15,1.0,14,4.6,2000,-23.5,2.12,0.0,0.0,winter,Holiday,Yes
17/02/2018,0.08375,16,1.3,15,4.2,2000,-22.5,1.63,0.0,0.0,winter,Holiday,Yes
17/02/2018,0.0625,17,0.6,17,3.3,2000,-21.7,0.79,0.0,0.0,winter,Holiday,Yes
17/02/2018,0.02875,18,-0.3,17,1.9,2000,-22.4,0.2,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.03875,19,-1.5,32,2.5,2000,-16.0,0.0,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.06875,20,-2.1,38,2.0,2000,-14.5,0.0,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.08375,21,-2.3,38,2.3,2000,-14.7,0.0,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.09625,22,-2.7,42,2.2,2000,-13.8,0.0,0.0,0.0,winter,Holiday,Yes
17/02/2018,-0.10375,23,-2.9,31,3.8,2000,-17.7,0.0,0.0,0.0,winter,Holiday,Yes
18/02/2018,-0.12625,0,-3.6,33,1.7,2000,-17.5,0.0,0.0,0.0,winter,No Holiday,Yes
18/02/2018,-0.12125,1,-4.4,33,1.4,2000,-18.2,0.0,0.0,0.0,winter,No Holiday,Yes
18/02/2018,-0.1425,2,-4.7,33,0.1,2000,-18.5,0.0,0.0,0.0,winter,No Holiday,Yes
18/02/2018,-0.18,3,-4.5,26,0.0,2000,-21.1,0.0,0.0,0.0,winter,No Holiday,Yes
18/02/2018,-0.20375,4,-4.1,27,0.6,2000,-20.3,0.0,0.0,0.0,winter,No Holiday,Yes
18/02/2018,-0.2225,5,-4.0,28,0.5,2000,-19.8,0.0,0.0,0.0,winter,No Holiday,Yes
18/02/2018,-0.2025,6,-4.1,30,1.1,2000,-19.1,0.0,0.0,0.0,winter,No Holiday,Yes
18/02/2018,-0.185,7,-4.6,31,1.2,2000,-19.2,0.0,0.0,0.0,winter,No Holiday,Yes
18/02/2018,-0.135,8,-4.8,31,0.8,2000,-19.3,0.02,0.0,0.0,winter,No Holiday,Yes
18/02/2018,-0.07875,9,-4.1,30,0.5,2000,-19.1,0.28,0.0,0.0,winter,No Holiday,Yes
18/02/2018,-0.055,10,-1.8,23,0.6,2000,-20.2,0.8,0.0,0.0,winter,No Holiday,Yes
18/02/2018,-0.02125,11,0.0,20,0.8,1975,-20.3,1.05,0.0,0.0,winter,No Holiday,Yes
18/02/2018,0.07875,12,2.2,17,1.0,1979,-20.4,1.75,0.0,0.0,winter,No Holiday,Yes
18/02/2018,0.17125,13,3.7,17,1.4,2000,-19.1,1.98,0.0,0.0,winter,No Holiday,Yes
18/02/2018,0.215,14,4.1,17,1.8,1996,-18.8,1.87,0.0,0.0,winter,No Holiday,Yes
18/02/2018,0.3,15,5.0,16,2.0,1970,-18.8,1.42,0.0,0.0,winter,No Holiday,Yes
18/02/2018,0.255,16,5.1,16,1.8,1998,-18.7,1.17,0.0,0.0,winter,No Holiday,Yes
18/02/2018,0.1925,17,4.2,17,2.5,1990,-18.7,0.66,0.0,0.0,winter,No Holiday,Yes
18/02/2018,0.1375,18,2.8,25,3.0,2000,-15.3,0.22,0.0,0.0,winter,No Holiday,Yes
18/02/2018,0.0475,19,1.5,30,2.6,2000,-14.2,0.0,0.0,0.0,winter,No Holiday,Yes
18/02/2018,0.01625,20,0.6,33,1.9,2000,-13.8,0.0,0.0,0.0,winter,No Holiday,Yes
18/02/2018,0.0325,21,0.2,32,1.1,1951,-14.5,0.0,0.0,0.0,winter,No Holiday,Yes
18/02/2018,-0.01125,22,-0.3,34,1.6,1981,-14.2,0.0,0.0,0.0,winter,No Holiday,Yes
18/02/2018,-0.05875,23,-0.7,37,0.9,1814,-13.6,0.0,0.0,0.0,winter,No Holiday,Yes
19/02/2018,-0.065,0,-1.1,39,1.7,1832,-13.3,0.0,0.0,0.0,winter,No Holiday,Yes
19/02/2018,-0.12375,1,-1.4,42,1.1,1805,-12.6,0.0,0.0,0.0,winter,No Holiday,Yes
19/02/2018,-0.17625,2,-1.4,41,1.1,1582,-12.9,0.0,0.0,0.0,winter,No Holiday,Yes
19/02/2018,-0.1975,3,-1.4,41,1.6,1870,-12.9,0.0,0.0,0.0,winter,No Holiday,Yes
19/02/2018,-0.1875,4,-1.9,44,0.7,1907,-12.5,0.0,0.0,0.0,winter,No Holiday,Yes
19/02/2018,-0.17625,5,-1.8,44,0.5,1862,-12.4,0.0,0.0,0.0,winter,No Holiday,Yes
19/02/2018,-0.07625,6,-1.4,46,0.3,1651,-11.5,0.0,0.0,0.0,winter,No Holiday,Yes
19/02/2018,0.18625,7,-0.9,45,0.9,1820,-11.3,0.0,0.0,0.0,winter,No Holiday,Yes
19/02/2018,0.5575,8,-1.2,51,0.8,1800,-10.0,0.05,0.0,0.0,winter,No Holiday,Yes
19/02/2018,0.18375,9,-0.6,43,0.5,1596,-11.6,0.52,0.0,0.0,winter,No Holiday,Yes
19/02/2018,0.04375,10,2.6,45,1.2,1230,-8.1,1.17,0.0,0.0,winter,No Holiday,Yes
19/02/2018,0.1425,11,4.3,44,2.3,1091,-6.9,1.77,0.0,0.0,winter,No Holiday,Yes
19/02/2018,0.20125,12,4.7,43,2.1,1131,-6.8,1.38,0.0,0.0,winter,No Holiday,Yes
19/02/2018,0.165,13,5.1,41,1.8,1097,-7.0,1.03,0.0,0.0,winter,No Holiday,Yes
19/02/2018,0.21625,14,5.6,38,1.6,1087,-7.6,1.1,0.0,0.0,winter,No Holiday,Yes
19/02/2018,0.24,15,6.3,35,2.6,991,-8.0,1.2,0.0,0.0,winter,No Holiday,Yes
19/02/2018,0.25375,16,6.3,35,2.9,1117,-8.0,1.1,0.0,0.0,winter,No Holiday,Yes
19/02/2018,0.4025,17,5.7,36,3.0,1073,-8.2,0.57,0.0,0.0,winter,No Holiday,Yes
19/02/2018,0.77375,18,4.7,43,2.4,938,-6.8,0.19,0.0,0.0,winter,No Holiday,Yes
19/02/2018,0.41625,19,3.6,55,1.6,728,-4.6,0.0,0.0,0.0,winter,No Holiday,Yes
19/02/2018,0.27125,20,2.4,60,1.9,661,-4.5,0.0,0.0,0.0,winter,No Holiday,Yes
19/02/2018,0.235,21,1.8,63,1.2,604,-4.5,0.0,0.0,0.0,winter,No Holiday,Yes
19/02/2018,0.19625,22,1.0,69,0.7,525,-4.0,0.0,0.0,0.0,winter,No Holiday,Yes
19/02/2018,0.0225,23,0.5,73,1.5,465,-3.7,0.0,0.0,0.0,winter,No Holiday,Yes
20/02/2018,-0.02875,0,0.0,75,2.3,394,-3.9,0.0,0.0,0.0,winter,No Holiday,Yes
20/02/2018,-0.035,1,-0.5,76,1.6,402,-4.2,0.0,0.0,0.0,winter,No Holiday,Yes
20/02/2018,-0.10625,2,-0.8,76,0.8,421,-4.5,0.0,0.0,0.0,winter,No Holiday,Yes
20/02/2018,-0.17125,3,-1.3,80,0.7,392,-4.3,0.0,0.0,0.0,winter,No Holiday,Yes
20/02/2018,-0.17,4,-1.6,83,0.6,368,-4.1,0.0,0.0,0.0,winter,No Holiday,Yes
20/02/2018,-0.15125,5,-1.8,82,1.3,375,-4.4,0.0,0.0,0.0,winter,No Holiday,Yes
20/02/2018,-0.045,6,-2.1,82,1.8,381,-4.7,0.0,0.0,0.0,winter,No Holiday,Yes
20/02/2018,0.255,7,-2.2,76,1.9,527,-5.8,0.0,0.0,0.0,winter,No Holiday,Yes
20/02/2018,0.65875,8,-2.1,71,1.7,610,-6.6,0.06,0.0,0.0,winter,No Holiday,Yes
20/02/2018,0.23,9,-1.4,56,1.4,709,-9.0,0.54,0.0,0.0,winter,No Holiday,Yes
20/02/2018,0.08125,10,1.1,38,3.1,1184,-11.6,1.13,0.0,0.0,winter,No Holiday,Yes
20/02/2018,0.1525,11,2.8,35,3.9,1265,-11.1,1.71,0.0,0.0,winter,No Holiday,Yes
20/02/2018,0.195,12,4.0,23,3.5,1785,-15.3,2.03,0.0,0.0,winter,No Holiday,Yes
20/02/2018,0.2125,13,4.2,22,3.9,1812,-15.6,2.21,0.0,0.0,winter,No Holiday,Yes
20/02/2018,0.16875,14,5.0,20,3.7,1866,-16.1,2.12,0.0,0.0,winter,No Holiday,Yes
20/02/2018,0.28875,15,5.4,18,3.7,1940,-17.0,1.82,0.0,0.0,winter,No Holiday,Yes
20/02/2018,0.24125,16,5.1,17,3.4,2000,-18.0,1.2,0.0,0.0,winter,No Holiday,Yes
20/02/2018,0.3925,17,3.9,19,3.6,2000,-17.6,0.58,0.0,0.0,winter,No Holiday,Yes
20/02/2018,0.705,18,3.2,20,2.9,2000,-17.6,0.16,0.0,0.0,winter,No Holiday,Yes
20/02/2018,0.4025,19,2.5,21,2.2,2000,-17.6,0.0,0.0,0.0,winter,No Holiday,Yes
20/02/2018,0.1975,20,1.8,19,3.1,2000,-19.4,0.0,0.0,0.0,winter,No Holiday,Yes
20/02/2018,0.26875,21,1.1,21,1.6,2000,-18.8,0.0,0.0,0.0,winter,No Holiday,Yes
20/02/2018,0.14875,22,0.5,22,2.9,2000,-18.8,0.0,0.0,0.0,winter,No Holiday,Yes
20/02/2018,0.0525,23,-0.5,26,3.3,2000,-17.7,0.0,0.0,0.0,winter,No Holiday,Yes
21/02/2018,-0.03625,0,-1.4,28,3.4,1990,-17.6,0.0,0.0,0.0,winter,No Holiday,Yes
21/02/2018,-0.0475,1,-2.2,31,1.1,1970,-17.0,0.0,0.0,0.0,winter,No Holiday,Yes
21/02/2018,-0.11875,2,-2.9,31,1.6,1931,-17.7,0.0,0.0,0.0,winter,No Holiday,Yes
21/02/2018,-0.17625,3,-3.4,32,0.9,1977,-17.7,0.0,0.0,0.0,winter,No Holiday,Yes
21/02/2018,-0.1875,4,-3.8,32,1.1,2000,-18.1,0.0,0.0,0.0,winter,No Holiday,Yes
21/02/2018,-0.17125,5,-4.0,35,1.8,2000,-17.2,0.0,0.0,0.0,winter,No Holiday,Yes
21/02/2018,-0.05125,6,-4.0,34,3.4,2000,-17.5,0.0,0.0,0.0,winter,No Holiday,Yes
21/02/2018,0.23125,7,-4.1,35,3.5,1980,-17.3,0.0,0.0,0.0,winter,No Holiday,Yes
21/02/2018,0.6475,8,-4.3,36,1.9,1955,-17.1,0.06,0.0,0.0,winter,No Holiday,Yes
21/02/2018,0.21625,9,-3.8,28,1.7,1904,-19.6,0.63,0.0,0.0,winter,No Holiday,Yes
21/02/2018,0.055,10,-1.8,25,2.6,1913,-19.2,1.17,0.0,0.0,winter,No Holiday,Yes
21/02/2018,0.095,11,0.2,22,2.2,1907,-19.0,1.57,0.0,0.0,winter,No Holiday,Yes
21/02/2018,0.18875,12,2.2,17,2.0,1824,-20.4,1.99,0.0,0.0,winter,No Holiday,Yes
21/02/2018,0.12375,13,2.9,14,3.3,2000,-22.0,2.14,0.0,0.0,winter,No Holiday,Yes
21/02/2018,0.20625,14,3.3,14,2.9,1985,-21.7,2.49,0.0,0.0,winter,No Holiday,Yes
21/02/2018,0.2075,15,4.2,15,2.7,1995,-20.2,2.21,0.0,0.0,winter,No Holiday,Yes
21/02/2018,0.26125,16,3.7,14,3.9,2000,-21.4,1.71,0.0,0.0,winter,No Holiday,Yes
21/02/2018,0.33625,17,3.1,14,3.7,2000,-21.9,1.0,0.0,0.0,winter,No Holiday,Yes
21/02/2018,0.73,18,1.8,16,3.4,2000,-21.4,0.31,0.0,0.0,winter,No Holiday,Yes
21/02/2018,0.325,19,-0.1,39,2.8,2000,-12.4,0.0,0.0,0.0,winter,No Holiday,Yes
21/02/2018,0.195,20,-1.1,43,1.5,2000,-12.1,0.0,0.0,0.0,winter,No Holiday,Yes
21/02/2018,0.18125,21,-1.6,52,2.2,2000,-10.1,0.0,0.0,0.0,winter,No Holiday,Yes
21/02/2018,0.12375,22,-2.2,55,1.4,2000,-10.0,0.0,0.0,0.0,winter,No Holiday,Yes
21/02/2018,0.02875,23,-2.7,58,1.1,2000,-9.8,0.0,0.0,0.0,winter,No Holiday,Yes
22/02/2018,-0.00625,0,-2.7,58,1.7,2000,-9.8,0.0,0.0,0.0,winter,No Holiday,Yes
22/02/2018,-0.0125,1,-2.2,58,1.0,2000,-9.3,0.0,0.0,0.0,winter,No Holiday,Yes
22/02/2018,-0.105,2,-2.9,57,0.0,1985,-10.2,0.0,0.0,0.0,winter,No Holiday,Yes
22/02/2018,-0.16125,3,-2.8,57,0.5,1995,-10.1,0.0,0.0,0.0,winter,No Holiday,Yes
22/02/2018,-0.1675,4,-2.4,58,0.3,2000,-9.5,0.0,0.0,0.0,winter,No Holiday,Yes
22/02/2018,-0.15625,5,-2.4,59,1.1,1984,-9.3,0.0,0.0,0.0,winter,No Holiday,Yes
22/02/2018,-0.06125,6,-3.0,62,0.8,1996,-9.2,0.0,0.0,0.0,winter,No Holiday,Yes
22/02/2018,0.21625,7,-3.7,64,0.7,1891,-9.5,0.0,0.0,0.0,winter,No Holiday,Yes
22/02/2018,0.72875,8,-3.6,63,0.9,1473,-9.6,0.07,0.0,0.0,winter,No Holiday,Yes
22/02/2018,0.22875,9,-1.9,51,0.9,1654,-10.7,0.58,0.0,0.0,winter,No Holiday,Yes
22/02/2018,0.07375,10,0.9,44,1.1,1826,-10.0,1.16,0.0,0.0,winter,No Holiday,Yes
22/02/2018,0.135,11,2.7,44,0.9,1761,-8.3,1.45,0.0,0.0,winter,No Holiday,Yes
22/02/2018,0.19,12,4.8,47,2.6,1373,-5.5,1.72,0.0,0.0,winter,No Holiday,Yes
22/02/2018,0.145,13,4.5,51,3.8,1108,-4.7,1.08,0.0,0.0,winter,No Holiday,Yes
22/02/2018,0.16375,14,4.8,50,4.3,1168,-4.7,1.01,0.0,0.0,winter,No Holiday,Yes
22/02/2018,0.195,15,5.0,49,4.4,1138,-4.8,0.96,0.0,0.0,winter,No Holiday,Yes
22/02/2018,0.255,16,5.0,50,4.3,1121,-4.5,0.74,0.0,0.0,winter,No Holiday,Yes
22/02/2018,0.33125,17,4.6,52,3.9,1059,-4.4,0.5,0.0,0.0,winter,No Holiday,Yes
22/02/2018,0.6625,18,3.9,56,4.0,1004,-4.0,0.18,0.0,0.0,winter,No Holiday,Yes
22/02/2018,0.37375,19,3.5,60,2.7,936,-3.5,0.0,0.0,0.0,winter,No Holiday,Yes
22/02/2018,0.185,20,3.0,62,2.4,975,-3.5,0.0,0.0,0.0,winter,No Holiday,Yes
22/02/2018,0.24125,21,2.9,64,2.5,1154,-3.2,0.0,0.0,0.0,winter,No Holiday,Yes
22/02/2018,0.1825,22,2.9,65,2.3,1150,-3.0,0.0,0.0,0.0,winter,No Holiday,Yes
22/02/2018,0.0025,23,2.9,63,2.6,1253,-3.4,0.0,0.0,0.0,winter,No Holiday,Yes
23/02/2018,-0.1975,0,1.7,86,2.7,54,-0.3,0.0,0.4,0.4,winter,No Holiday,Yes
23/02/2018,-0.18125,1,0.6,96,2.1,118,0.0,0.0,0.0,4.0,winter,No Holiday,Yes
23/02/2018,-0.1725,2,0.7,97,1.4,197,0.2,0.0,0.0,4.1,winter,No Holiday,Yes
23/02/2018,-0.21,3,0.9,97,1.2,243,0.4,0.0,3.7,4.1,winter,No Holiday,Yes
23/02/2018,-0.205,4,1.1,96,2.5,241,0.5,0.0,0.0,3.9,winter,No Holiday,Yes
23/02/2018,-0.20125,5,1.0,91,0.7,257,-0.3,0.0,0.0,3.8,winter,No Holiday,Yes
23/02/2018,-0.17125,6,0.4,95,0.3,197,-0.3,0.0,0.0,3.8,winter,No Holiday,Yes
23/02/2018,-0.0325,7,-0.1,97,0.5,179,-0.5,0.0,0.0,3.8,winter,No Holiday,Yes
23/02/2018,0.23875,8,-0.2,97,0.4,197,-0.6,0.05,0.0,3.7,winter,No Holiday,Yes
23/02/2018,0.0175,9,0.5,94,0.6,199,-0.3,0.37,0.0,3.7,winter,No Holiday,Yes
23/02/2018,-0.02,10,2.2,83,0.8,221,-0.3,0.92,0.0,3.7,winter,No Holiday,Yes
23/02/2018,0.0375,11,3.8,72,0.9,236,-0.7,1.1,0.0,3.4,winter,No Holiday,Yes
23/02/2018,0.10375,12,5.3,70,0.9,226,0.2,1.73,0.0,1.7,winter,No Holiday,Yes
